Timestamp;Value;Type
4:02:24 PM.790;LED1 (Green 1): OFF\r\n;received
4:02:24 PM.821;LED2 (Green 2): OFF\r\n;received
4:02:24 PM.837;LED3 (Yellow): OFF\r\n;received
4:02:24 PM.853;LED4 (Red 1): ON\r\n;received
4:02:24 PM.869;LED5 (Red 2): OFF\r\n;received
4:02:24 PM.901;--------------------\r\n;received
4:02:25 PM.893;Distance: 17 cm\r\n;received
4:02:25 PM.925;LED1 (Green 1): OFF\r\n;received
4:02:25 PM.941;LED2 (Green 2): OFF\r\n;received
4:02:25 PM.957;LED3 (Yellow): OFF\r\n;received
4:02:25 PM.989;LED4 (Red 1): ON\r\n;received
4:02:26 PM.5;LED5 (Red 2): OFF\r\n;received
4:02:26 PM.21;--------------------\r\n;received
4:02:27 PM.30;Distance: 11 cm\r\n;received
4:02:27 PM.46;LED1 (Green 1): OFF\r\n;received
4:02:27 PM.77;LED2 (Green 2): OFF\r\n;received
4:02:27 PM.93;LED3 (Yellow): OFF\r\n;received
4:02:27 PM.108;LED4 (Red 1): ON\r\n;received
4:02:27 PM.125;LED5 (Red 2): OFF\r\n;received
4:02:27 PM.157;--------------------\r\n;received
4:02:28 PM.149;Distance: 19 cm\r\n;received
4:02:28 PM.181;LED1 (Green 1): OFF\r\n;received
4:02:28 PM.197;LED2 (Green 2): OFF\r\n;received
4:02:28 PM.213;LED3 (Yellow): OFF\r\n;received
4:02:28 PM.244;LED4 (Red 1): ON\r\n;received
4:02:28 PM.261;LED5 (Red 2): OFF\r\n;received
4:02:28 PM.277;--------------------\r\n;received
4:02:29 PM.286;Distance: 0 cm\r\n;received
4:02:29 PM.317;LED1 (Green 1): OFF\r\n;received
4:02:29 PM.333;LED2 (Green 2): OFF\r\n;received
4:02:29 PM.349;LED3 (Yellow): OFF\r\n;received
4:02:29 PM.381;LED4 (Red 1): OFF\r\n;received
4:02:29 PM.397;LED5 (Red 2): ON\r\n;received
4:02:29 PM.413;--------------------\r\n;received
4:02:30 PM.424;Distance: 16 cm\r\n;received
4:02:30 PM.437;LED1 (Green 1): OFF\r\n;received
4:02:30 PM.469;LED2 (Green 2): OFF\r\n;received
4:02:30 PM.485;LED3 (Yellow): OFF\r\n;received
4:02:30 PM.501;LED4 (Red 1): ON\r\n;received
4:02:30 PM.517;LED5 (Red 2): OFF\r\n;received
4:02:30 PM.548;--------------------\r\n;received
4:02:31 PM.541;Distance: 19 cm\r\n;received
4:02:31 PM.573;LED1 (Green 1): OFF\r\n;received
4:02:31 PM.589;LED2 (Green 2): OFF\r\n;received
4:02:31 PM.621;LED3 (Yellow): OFF\r\n;received
4:02:31 PM.637;LED4 (Red 1): ON\r\n;received
4:02:31 PM.653;LED5 (Red 2): OFF\r\n;received
4:02:31 PM.669;--------------------\r\n;received
4:02:32 PM.677;Distance: 20 cm\r\n;received
4:02:32 PM.693;LED1 (Green 1): OFF\r\n;received
4:02:32 PM.724;LED2 (Green 2): OFF\r\n;received
4:02:32 PM.741;LED3 (Yellow): OFF\r\n;received
4:02:32 PM.756;LED4 (Red 1): ON\r\n;received
4:02:32 PM.789;LED5 (Red 2): OFF\r\n;received
4:02:32 PM.805;--------------------\r\n;received
4:02:33 PM.814;Distance: 23 cm\r\n;received
4:02:33 PM.830;LED1 (Green 1): OFF\r\n;received
4:02:33 PM.846;LED2 (Green 2): OFF\r\n;received
4:02:33 PM.877;LED3 (Yellow): ON\r\n;received
4:02:33 PM.893;LED4 (Red 1): OFF\r\n;received
4:02:33 PM.909;LED5 (Red 2): OFF\r\n;received
4:02:33 PM.925;--------------------\r\n;received
4:02:34 PM.934;Distance: 28 cm\r\n;received
4:02:34 PM.965;LED1 (Green 1): OFF\r\n;received
4:02:34 PM.981;LED2 (Green 2): OFF\r\n;received
4:02:34 PM.997;LED3 (Yellow): ON\r\n;received
4:02:35 PM.13;LED4 (Red 1): OFF\r\n;received
4:02:35 PM.45;LED5 (Red 2): OFF\r\n;received
4:02:35 PM.61;--------------------\r\n;received
4:02:36 PM.70;Distance: 0 cm\r\n;received
4:02:36 PM.102;LED1 (Green 1): OFF\r\n;received
4:02:36 PM.117;LED2 (Green 2): OFF\r\n;received
4:02:36 PM.133;LED3 (Yellow): OFF\r\n;received
4:02:36 PM.165;LED4 (Red 1): OFF\r\n;received
4:02:36 PM.181;LED5 (Red 2): ON\r\n;received
4:02:36 PM.197;--------------------\r\n;received
4:02:37 PM.205;Distance: 33 cm\r\n;received
4:02:37 PM.221;LED1 (Green 1): OFF\r\n;received
4:02:37 PM.237;LED2 (Green 2): ON\r\n;received
4:02:37 PM.269;LED3 (Yellow): OFF\r\n;received
4:02:37 PM.285;LED4 (Red 1): OFF\r\n;received
4:02:37 PM.301;LED5 (Red 2): OFF\r\n;received
4:02:37 PM.333;--------------------\r\n;received
4:02:38 PM.341;Distance: 33 cm\r\n;received
4:02:38 PM.358;LED1 (Green 1): OFF\r\n;received
4:02:38 PM.373;LED2 (Green 2): ON\r\n;received
4:02:38 PM.389;LED3 (Yellow): OFF\r\n;received
4:02:38 PM.421;LED4 (Red 1): OFF\r\n;received
4:02:38 PM.437;LED5 (Red 2): OFF\r\n;received
4:02:38 PM.469;--------------------\r\n;received
4:02:39 PM.477;Distance: 0 cm\r\n;received
4:02:39 PM.494;LED1 (Green 1): OFF\r\n;received
4:02:39 PM.509;LED2 (Green 2): OFF\r\n;received
4:02:39 PM.541;LED3 (Yellow): OFF\r\n;received
4:02:39 PM.558;LED4 (Red 1): OFF\r\n;received
4:02:39 PM.574;LED5 (Red 2): ON\r\n;received
4:02:39 PM.588;--------------------\r\n;received
4:02:40 PM.597;Distance: 40 cm\r\n;received
4:02:40 PM.629;LED1 (Green 1): OFF\r\n;received
4:02:40 PM.645;LED2 (Green 2): ON\r\n;received
4:02:40 PM.662;LED3 (Yellow): OFF\r\n;received
4:02:40 PM.693;LED4 (Red 1): OFF\r\n;received
4:02:40 PM.709;LED5 (Red 2): OFF\r\n;received
4:02:40 PM.725;--------------------\r\n;received
4:02:41 PM.734;Distance: 0 cm\r\n;received
4:02:41 PM.765;LED1 (Green 1): OFF\r\n;received
4:02:41 PM.782;LED2 (Green 2): OFF\r\n;received
4:02:41 PM.797;LED3 (Yellow): OFF\r\n;received
4:02:41 PM.829;LED4 (Red 1): OFF\r\n;received
4:02:41 PM.845;LED5 (Red 2): ON\r\n;received
4:02:41 PM.861;--------------------\r\n;received
4:02:42 PM.869;Distance: 0 cm\r\n;received
4:02:42 PM.902;LED1 (Green 1): OFF\r\n;received
4:02:42 PM.918;LED2 (Green 2): OFF\r\n;received
4:02:42 PM.949;LED3 (Yellow): OFF\r\n;received
4:02:42 PM.965;LED4 (Red 1): OFF\r\n;received
4:02:42 PM.981;LED5 (Red 2): ON\r\n;received
4:02:42 PM.997;--------------------\r\n;received
4:02:44 PM.21;Distance: 0 cm\r\n;received
4:02:44 PM.37;LED1 (Green 1): OFF\r\n;received
4:02:44 PM.70;LED2 (Green 2): OFF\r\n;received
4:02:44 PM.85;LED3 (Yellow): OFF\r\n;received
4:02:44 PM.101;LED4 (Red 1): OFF\r\n;received
4:02:44 PM.118;LED5 (Red 2): ON\r\n;received
4:02:44 PM.150;--------------------\r\n;received
4:02:45 PM.157;Distance: 0 cm\r\n;received
4:02:45 PM.174;LED1 (Green 1): OFF\r\n;received
4:02:45 PM.205;LED2 (Green 2): OFF\r\n;received
4:02:45 PM.222;LED3 (Yellow): OFF\r\n;received
4:02:45 PM.237;LED4 (Red 1): OFF\r\n;received
4:02:45 PM.253;LED5 (Red 2): ON\r\n;received
4:02:45 PM.285;--------------------\r\n;received
4:02:46 PM.293;Distance: 0 cm\r\n;received
4:02:46 PM.310;LED1 (Green 1): OFF\r\n;received
4:02:46 PM.341;LED2 (Green 2): OFF\r\n;received
4:02:46 PM.358;LED3 (Yellow): OFF\r\n;received
4:02:46 PM.373;LED4 (Red 1): OFF\r\n;received
4:02:46 PM.389;LED5 (Red 2): ON\r\n;received
4:02:46 PM.421;--------------------\r\n;received
4:02:47 PM.430;Distance: 0 cm\r\n;received
4:02:47 PM.446;LED1 (Green 1): OFF\r\n;received
4:02:47 PM.477;LED2 (Green 2): OFF\r\n;received
4:02:47 PM.493;LED3 (Yellow): OFF\r\n;received
4:02:47 PM.510;LED4 (Red 1): OFF\r\n;received
4:02:47 PM.541;LED5 (Red 2): ON\r\n;received
4:02:47 PM.558;--------------------\r\n;received
4:02:48 PM.565;Distance: 0 cm\r\n;received
4:02:48 PM.598;LED1 (Green 1): OFF\r\n;received
4:02:48 PM.614;LED2 (Green 2): OFF\r\n;received
4:02:48 PM.629;LED3 (Yellow): OFF\r\n;received
4:02:48 PM.646;LED4 (Red 1): OFF\r\n;received
4:02:48 PM.677;LED5 (Red 2): ON\r\n;received
4:02:48 PM.694;--------------------\r\n;received
4:02:49 PM.701;Distance: 0 cm\r\n;received
4:02:49 PM.734;LED1 (Green 1): OFF\r\n;received
4:02:49 PM.749;LED2 (Green 2): OFF\r\n;received
4:02:49 PM.765;LED3 (Yellow): OFF\r\n;received
4:02:49 PM.797;LED4 (Red 1): OFF\r\n;received
4:02:49 PM.813;LED5 (Red 2): ON\r\n;received
4:02:49 PM.830;--------------------\r\n;received
4:02:50 PM.838;Distance: 0 cm\r\n;received
4:02:50 PM.870;LED1 (Green 1): OFF\r\n;received
4:02:50 PM.885;LED2 (Green 2): OFF\r\n;received
4:02:50 PM.901;LED3 (Yellow): OFF\r\n;received
4:02:50 PM.933;LED4 (Red 1): OFF\r\n;received
4:02:50 PM.949;LED5 (Red 2): ON\r\n;received
4:02:50 PM.965;--------------------\r\n;received
4:02:51 PM.989;Distance: 0 cm\r\n;received
4:02:52 PM.5;LED1 (Green 1): OFF\r\n;received
4:02:52 PM.21;LED2 (Green 2): OFF\r\n;received
4:02:52 PM.54;LED3 (Yellow): OFF\r\n;received
4:02:52 PM.70;LED4 (Red 1): OFF\r\n;received
4:02:52 PM.85;LED5 (Red 2): ON\r\n;received
4:02:52 PM.101;--------------------\r\n;received
4:02:53 PM.125;Distance: 0 cm\r\n;received
4:02:53 PM.141;LED1 (Green 1): OFF\r\n;received
4:02:53 PM.173;LED2 (Green 2): OFF\r\n;received
4:02:53 PM.190;LED3 (Yellow): OFF\r\n;received
4:02:53 PM.205;LED4 (Red 1): OFF\r\n;received
4:02:53 PM.221;LED5 (Red 2): ON\r\n;received
4:02:53 PM.254;--------------------\r\n;received
4:02:54 PM.261;Distance: 0 cm\r\n;received
4:02:54 PM.278;LED1 (Green 1): OFF\r\n;received
4:02:54 PM.293;LED2 (Green 2): OFF\r\n;received
4:02:54 PM.325;LED3 (Yellow): OFF\r\n;received
4:02:54 PM.341;LED4 (Red 1): OFF\r\n;received
4:02:54 PM.357;LED5 (Red 2): ON\r\n;received
4:02:54 PM.390;--------------------\r\n;received
4:02:55 PM.398;Distance: 0 cm\r\n;received
4:02:55 PM.413;LED1 (Green 1): OFF\r\n;received
4:02:55 PM.446;LED2 (Green 2): OFF\r\n;received
4:02:55 PM.461;LED3 (Yellow): OFF\r\n;received
4:02:55 PM.478;LED4 (Red 1): OFF\r\n;received
4:02:55 PM.494;LED5 (Red 2): ON\r\n;received
4:02:55 PM.525;--------------------\r\n;received
4:02:56 PM.533;Distance: 0 cm\r\n;received
4:02:56 PM.549;LED1 (Green 1): OFF\r\n;received
4:02:56 PM.581;LED2 (Green 2): OFF\r\n;received
4:02:56 PM.598;LED3 (Yellow): OFF\r\n;received
4:02:56 PM.614;LED4 (Red 1): OFF\r\n;received
4:02:56 PM.645;LED5 (Red 2): ON\r\n;received
4:02:56 PM.662;--------------------\r\n;received
4:02:57 PM.670;Distance: 0 cm\r\n;received
4:02:57 PM.702;LED1 (Green 1): OFF\r\n;received
4:02:57 PM.717;LED2 (Green 2): OFF\r\n;received
4:02:57 PM.733;LED3 (Yellow): OFF\r\n;received
4:02:57 PM.749;LED4 (Red 1): OFF\r\n;received
4:02:57 PM.765;LED5 (Red 2): ON\r\n;received
4:02:57 PM.797;--------------------\r\n;received
4:02:58 PM.806;Distance: 0 cm\r\n;received
4:02:58 PM.838;LED1 (Green 1): OFF\r\n;received
4:02:58 PM.854;LED2 (Green 2): OFF\r\n;received
4:02:58 PM.870;LED3 (Yellow): OFF\r\n;received
4:02:58 PM.901;LED4 (Red 1): OFF\r\n;received
4:02:58 PM.918;LED5 (Red 2): ON\r\n;received
4:02:58 PM.933;--------------------\r\n;received
4:02:59 PM.941;Distance: 0 cm\r\n;received
4:02:59 PM.974;LED1 (Green 1): OFF\r\n;received
4:02:59 PM.990;LED2 (Green 2): OFF\r\n;received
4:03:00 PM.22;LED3 (Yellow): OFF\r\n;received
4:03:00 PM.37;LED4 (Red 1): OFF\r\n;received
4:03:00 PM.54;LED5 (Red 2): ON\r\n;received
4:03:00 PM.70;--------------------\r\n;received
4:03:01 PM.93;Distance: 0 cm\r\n;received
4:03:01 PM.109;LED1 (Green 1): OFF\r\n;received
4:03:01 PM.126;LED2 (Green 2): OFF\r\n;received
4:03:01 PM.157;LED3 (Yellow): OFF\r\n;received
4:03:01 PM.174;LED4 (Red 1): OFF\r\n;received
4:03:01 PM.190;LED5 (Red 2): ON\r\n;received
4:03:01 PM.221;--------------------\r\n;received
4:03:02 PM.214;Distance: 45 cm\r\n;received
4:03:02 PM.246;LED1 (Green 1): ON\r\n;received
4:03:02 PM.261;LED2 (Green 2): OFF\r\n;received
4:03:02 PM.278;LED3 (Yellow): OFF\r\n;received
4:03:02 PM.294;LED4 (Red 1): OFF\r\n;received
4:03:02 PM.326;LED5 (Red 2): OFF\r\n;received
4:03:02 PM.342;--------------------\r\n;received
4:03:03 PM.349;Distance: 0 cm\r\n;received
4:03:03 PM.381;LED1 (Green 1): OFF\r\n;received
4:03:03 PM.398;LED2 (Green 2): OFF\r\n;received
4:03:03 PM.414;LED3 (Yellow): OFF\r\n;received
4:03:03 PM.446;LED4 (Red 1): OFF\r\n;received
4:03:03 PM.462;LED5 (Red 2): ON\r\n;received
4:03:03 PM.478;--------------------\r\n;received
4:03:04 PM.486;Distance: 45 cm\r\n;received
4:03:04 PM.502;LED1 (Green 1): ON\r\n;received
4:03:04 PM.534;LED2 (Green 2): OFF\r\n;received
4:03:04 PM.549;LED3 (Yellow): OFF\r\n;received
4:03:04 PM.565;LED4 (Red 1): OFF\r\n;received
4:03:04 PM.581;LED5 (Red 2): OFF\r\n;received
4:03:04 PM.613;--------------------\r\n;received
4:03:05 PM.621;Distance: 46 cm\r\n;received
4:03:05 PM.637;LED1 (Green 1): ON\r\n;received
4:03:05 PM.654;LED2 (Green 2): OFF\r\n;received
4:03:05 PM.686;LED3 (Yellow): OFF\r\n;received
4:03:05 PM.702;LED4 (Red 1): OFF\r\n;received
4:03:05 PM.718;LED5 (Red 2): OFF\r\n;received
4:03:05 PM.734;--------------------\r\n;received
4:03:06 PM.758;Distance: 0 cm\r\n;received
4:03:06 PM.774;LED1 (Green 1): OFF\r\n;received
4:03:06 PM.790;LED2 (Green 2): OFF\r\n;received
4:03:06 PM.821;LED3 (Yellow): OFF\r\n;received
4:03:06 PM.838;LED4 (Red 1): OFF\r\n;received
4:03:06 PM.853;LED5 (Red 2): ON\r\n;received
4:03:06 PM.885;--------------------\r\n;received
4:03:07 PM.894;Distance: 0 cm\r\n;received
4:03:07 PM.909;LED1 (Green 1): OFF\r\n;received
4:03:07 PM.941;LED2 (Green 2): OFF\r\n;received
4:03:07 PM.958;LED3 (Yellow): OFF\r\n;received
4:03:07 PM.974;LED4 (Red 1): OFF\r\n;received
4:03:07 PM.989;LED5 (Red 2): ON\r\n;received
4:03:08 PM.22;--------------------\r\n;received
4:03:09 PM.29;Distance: 0 cm\r\n;received
4:03:09 PM.45;LED1 (Green 1): OFF\r\n;received
4:03:09 PM.78;LED2 (Green 2): OFF\r\n;received
4:03:09 PM.94;LED3 (Yellow): OFF\r\n;received
4:03:09 PM.110;LED4 (Red 1): OFF\r\n;received
4:03:09 PM.126;LED5 (Red 2): ON\r\n;received
4:03:09 PM.157;--------------------\r\n;received
4:03:10 PM.165;Distance: 0 cm\r\n;received
4:03:10 PM.182;LED1 (Green 1): OFF\r\n;received
4:03:10 PM.214;LED2 (Green 2): OFF\r\n;received
4:03:10 PM.229;LED3 (Yellow): OFF\r\n;received
4:03:10 PM.246;LED4 (Red 1): OFF\r\n;received
4:03:10 PM.278;LED5 (Red 2): ON\r\n;received
4:03:10 PM.294;--------------------\r\n;received
4:03:11 PM.302;Distance: 0 cm\r\n;received
4:03:11 PM.334;LED1 (Green 1): OFF\r\n;received
4:03:11 PM.349;LED2 (Green 2): OFF\r\n;received
4:03:11 PM.365;LED3 (Yellow): OFF\r\n;received
4:03:11 PM.382;LED4 (Red 1): OFF\r\n;received
4:03:11 PM.414;LED5 (Red 2): ON\r\n;received
4:03:11 PM.430;--------------------\r\n;received
4:03:12 PM.438;Distance: 0 cm\r\n;received
4:03:12 PM.469;LED1 (Green 1): OFF\r\n;received
4:03:12 PM.486;LED2 (Green 2): OFF\r\n;received
4:03:12 PM.502;LED3 (Yellow): OFF\r\n;received
4:03:12 PM.534;LED4 (Red 1): OFF\r\n;received
4:03:12 PM.550;LED5 (Red 2): ON\r\n;received
4:03:12 PM.565;--------------------\r\n;received
4:03:13 PM.574;Distance: 0 cm\r\n;received
4:03:13 PM.606;LED1 (Green 1): OFF\r\n;received
4:03:13 PM.621;LED2 (Green 2): OFF\r\n;received
4:03:13 PM.637;LED3 (Yellow): OFF\r\n;received
4:03:13 PM.670;LED4 (Red 1): OFF\r\n;received
4:03:13 PM.686;LED5 (Red 2): ON\r\n;received
4:03:13 PM.702;--------------------\r\n;received
4:03:14 PM.710;Distance: 21 cm\r\n;received
4:03:14 PM.726;LED1 (Green 1): OFF\r\n;received
4:03:14 PM.758;LED2 (Green 2): OFF\r\n;received
4:03:14 PM.773;LED3 (Yellow): ON\r\n;received
4:03:14 PM.789;LED4 (Red 1): OFF\r\n;received
4:03:14 PM.806;LED5 (Red 2): OFF\r\n;received
4:03:14 PM.837;--------------------\r\n;received
4:03:15 PM.846;Distance: 21 cm\r\n;received
4:03:15 PM.861;LED1 (Green 1): OFF\r\n;received
4:03:15 PM.877;LED2 (Green 2): OFF\r\n;received
4:03:15 PM.894;LED3 (Yellow): ON\r\n;received
4:03:15 PM.926;LED4 (Red 1): OFF\r\n;received
4:03:15 PM.942;LED5 (Red 2): OFF\r\n;received
4:03:15 PM.957;--------------------\r\n;received
4:03:16 PM.966;Distance: 19 cm\r\n;received
4:03:16 PM.998;LED1 (Green 1): OFF\r\n;received
4:03:17 PM.14;LED2 (Green 2): OFF\r\n;received
4:03:17 PM.30;LED3 (Yellow): OFF\r\n;received
4:03:17 PM.46;LED4 (Red 1): ON\r\n;received
4:03:17 PM.61;LED5 (Red 2): OFF\r\n;received
4:03:17 PM.94;--------------------\r\n;received
4:03:18 PM.101;Distance: 11 cm\r\n;received
4:03:18 PM.118;LED1 (Green 1): OFF\r\n;received
4:03:18 PM.133;LED2 (Green 2): OFF\r\n;received
4:03:18 PM.166;LED3 (Yellow): OFF\r\n;received
4:03:18 PM.181;LED4 (Red 1): ON\r\n;received
4:03:18 PM.198;LED5 (Red 2): OFF\r\n;received
4:03:18 PM.214;--------------------\r\n;received
4:03:19 PM.222;Distance: 14 cm\r\n;received
4:03:19 PM.255;LED1 (Green 1): OFF\r\n;received
4:03:19 PM.269;LED2 (Green 2): OFF\r\n;received
4:03:19 PM.285;LED3 (Yellow): OFF\r\n;received
4:03:19 PM.301;LED4 (Red 1): ON\r\n;received
4:03:19 PM.318;LED5 (Red 2): OFF\r\n;received
4:03:19 PM.350;--------------------\r\n;received
4:03:20 PM.358;Distance: 18 cm\r\n;received
4:03:20 PM.374;LED1 (Green 1): OFF\r\n;received
4:03:20 PM.389;LED2 (Green 2): OFF\r\n;received
4:03:20 PM.422;LED3 (Yellow): OFF\r\n;received
4:03:20 PM.438;LED4 (Red 1): ON\r\n;received
4:03:20 PM.454;LED5 (Red 2): OFF\r\n;received
4:03:20 PM.485;--------------------\r\n;received
4:03:21 PM.494;Distance: 0 cm\r\n;received
4:03:21 PM.509;LED1 (Green 1): OFF\r\n;received
4:03:21 PM.525;LED2 (Green 2): OFF\r\n;received
4:03:21 PM.558;LED3 (Yellow): OFF\r\n;received
4:03:21 PM.574;LED4 (Red 1): OFF\r\n;received
4:03:21 PM.590;LED5 (Red 2): ON\r\n;received
4:03:21 PM.622;--------------------\r\n;received
4:03:22 PM.614;Distance: 18 cm\r\n;received
4:03:22 PM.646;LED1 (Green 1): OFF\r\n;received
4:03:22 PM.662;LED2 (Green 2): OFF\r\n;received
4:03:22 PM.678;LED3 (Yellow): OFF\r\n;received
4:03:22 PM.709;LED4 (Red 1): ON\r\n;received
4:03:22 PM.725;LED5 (Red 2): OFF\r\n;received
4:03:22 PM.742;--------------------\r\n;received
4:03:23 PM.749;Distance: 21 cm\r\n;received
4:03:23 PM.766;LED1 (Green 1): OFF\r\n;received
4:03:23 PM.798;LED2 (Green 2): OFF\r\n;received
4:03:23 PM.814;LED3 (Yellow): ON\r\n;received
4:03:23 PM.830;LED4 (Red 1): OFF\r\n;received
4:03:23 PM.846;LED5 (Red 2): OFF\r\n;received
4:03:23 PM.878;--------------------\r\n;received
4:03:24 PM.869;Distance: 14 cm\r\n;received
4:03:24 PM.901;LED1 (Green 1): OFF\r\n;received
4:03:24 PM.917;LED2 (Green 2): OFF\r\n;received
4:03:24 PM.933;LED3 (Yellow): OFF\r\n;received
4:03:24 PM.966;LED4 (Red 1): ON\r\n;received
4:03:24 PM.982;LED5 (Red 2): OFF\r\n;received
4:03:24 PM.998;--------------------\r\n;received
4:03:26 PM.6;Distance: 11 cm\r\n;received
4:03:26 PM.21;LED1 (Green 1): OFF\r\n;received
4:03:26 PM.54;LED2 (Green 2): OFF\r\n;received
4:03:26 PM.70;LED3 (Yellow): OFF\r\n;received
4:03:26 PM.86;LED4 (Red 1): ON\r\n;received
4:03:26 PM.102;LED5 (Red 2): OFF\r\n;received
4:03:26 PM.134;--------------------\r\n;received
4:03:27 PM.142;Distance: 0 cm\r\n;received
4:03:27 PM.157;LED1 (Green 1): OFF\r\n;received
4:03:27 PM.189;LED2 (Green 2): OFF\r\n;received
4:03:27 PM.206;LED3 (Yellow): OFF\r\n;received
4:03:27 PM.222;LED4 (Red 1): OFF\r\n;received
4:03:27 PM.254;LED5 (Red 2): ON\r\n;received
4:03:27 PM.270;--------------------\r\n;received
4:03:28 PM.278;Distance: 23 cm\r\n;received
4:03:28 PM.294;LED1 (Green 1): OFF\r\n;received
4:03:28 PM.310;LED2 (Green 2): OFF\r\n;received
4:03:28 PM.341;LED3 (Yellow): ON\r\n;received
4:03:28 PM.358;LED4 (Red 1): OFF\r\n;received
4:03:28 PM.373;LED5 (Red 2): OFF\r\n;received
4:03:28 PM.390;--------------------\r\n;received
4:03:29 PM.414;Distance: 0 cm\r\n;received
4:03:29 PM.430;LED1 (Green 1): OFF\r\n;received
4:03:29 PM.461;LED2 (Green 2): OFF\r\n;received
4:03:29 PM.478;LED3 (Yellow): OFF\r\n;received
4:03:29 PM.494;LED4 (Red 1): OFF\r\n;received
4:03:29 PM.510;LED5 (Red 2): ON\r\n;received
4:03:29 PM.542;--------------------\r\n;received
4:03:30 PM.550;Distance: 0 cm\r\n;received
4:03:30 PM.566;LED1 (Green 1): OFF\r\n;received
4:03:30 PM.598;LED2 (Green 2): OFF\r\n;received
4:03:30 PM.614;LED3 (Yellow): OFF\r\n;received
4:03:30 PM.630;LED4 (Red 1): OFF\r\n;received
4:03:30 PM.646;LED5 (Red 2): ON\r\n;received
4:03:30 PM.678;--------------------\r\n;received
4:03:31 PM.685;Distance: 0 cm\r\n;received
4:03:31 PM.702;LED1 (Green 1): OFF\r\n;received
4:03:31 PM.734;LED2 (Green 2): OFF\r\n;received
4:03:31 PM.750;LED3 (Yellow): OFF\r\n;received
4:03:31 PM.766;LED4 (Red 1): OFF\r\n;received
4:03:31 PM.781;LED5 (Red 2): ON\r\n;received
4:03:31 PM.814;--------------------\r\n;received
4:03:32 PM.822;Distance: 0 cm\r\n;received
4:03:32 PM.838;LED1 (Green 1): OFF\r\n;received
4:03:32 PM.870;LED2 (Green 2): OFF\r\n;received
4:03:32 PM.886;LED3 (Yellow): OFF\r\n;received
4:03:32 PM.902;LED4 (Red 1): OFF\r\n;received
4:03:32 PM.934;LED5 (Red 2): ON\r\n;received
4:03:32 PM.950;--------------------\r\n;received
4:03:33 PM.957;Distance: 0 cm\r\n;received
4:03:33 PM.990;LED1 (Green 1): OFF\r\n;received
4:03:34 PM.5;LED2 (Green 2): OFF\r\n;received
4:03:34 PM.22;LED3 (Yellow): OFF\r\n;received
4:03:34 PM.38;LED4 (Red 1): OFF\r\n;received
4:03:34 PM.70;LED5 (Red 2): ON\r\n;received
4:03:34 PM.86;--------------------\r\n;received
4:03:35 PM.93;Distance: 0 cm\r\n;received
4:03:35 PM.126;LED1 (Green 1): OFF\r\n;received
4:03:35 PM.141;LED2 (Green 2): OFF\r\n;received
4:03:35 PM.157;LED3 (Yellow): OFF\r\n;received
4:03:35 PM.190;LED4 (Red 1): OFF\r\n;received
4:03:35 PM.205;LED5 (Red 2): ON\r\n;received
4:03:35 PM.221;--------------------\r\n;received
4:03:36 PM.229;Distance: 0 cm\r\n;received
4:03:36 PM.262;LED1 (Green 1): OFF\r\n;received
4:03:36 PM.278;LED2 (Green 2): OFF\r\n;received
4:03:36 PM.309;LED3 (Yellow): OFF\r\n;received
4:03:36 PM.326;LED4 (Red 1): OFF\r\n;received
4:03:36 PM.342;LED5 (Red 2): ON\r\n;received
4:03:36 PM.358;--------------------\r\n;received
4:03:37 PM.366;Distance: 40 cm\r\n;received
4:03:37 PM.382;LED1 (Green 1): OFF\r\n;received
4:03:37 PM.413;LED2 (Green 2): ON\r\n;received
4:03:37 PM.429;LED3 (Yellow): OFF\r\n;received
4:03:37 PM.446;LED4 (Red 1): OFF\r\n;received
4:03:37 PM.462;LED5 (Red 2): OFF\r\n;received
4:03:37 PM.494;--------------------\r\n;received
4:03:38 PM.502;Distance: 40 cm\r\n;received
4:03:38 PM.518;LED1 (Green 1): OFF\r\n;received
4:03:38 PM.534;LED2 (Green 2): ON\r\n;received
4:03:38 PM.566;LED3 (Yellow): OFF\r\n;received
4:03:38 PM.582;LED4 (Red 1): OFF\r\n;received
4:03:38 PM.598;LED5 (Red 2): OFF\r\n;received
4:03:38 PM.629;--------------------\r\n;received
4:03:39 PM.638;Distance: 0 cm\r\n;received
4:03:39 PM.654;LED1 (Green 1): OFF\r\n;received
4:03:39 PM.686;LED2 (Green 2): OFF\r\n;received
4:03:39 PM.702;LED3 (Yellow): OFF\r\n;received
4:03:39 PM.718;LED4 (Red 1): OFF\r\n;received
4:03:39 PM.734;LED5 (Red 2): ON\r\n;received
4:03:39 PM.766;--------------------\r\n;received
4:03:40 PM.774;Distance: 0 cm\r\n;received
4:03:40 PM.790;LED1 (Green 1): OFF\r\n;received
4:03:40 PM.823;LED2 (Green 2): OFF\r\n;received
4:03:40 PM.838;LED3 (Yellow): OFF\r\n;received
4:03:40 PM.853;LED4 (Red 1): OFF\r\n;received
4:03:40 PM.870;LED5 (Red 2): ON\r\n;received
4:03:40 PM.902;--------------------\r\n;received
4:03:41 PM.910;Distance: 0 cm\r\n;received
4:03:41 PM.942;LED1 (Green 1): OFF\r\n;received
4:03:41 PM.958;LED2 (Green 2): OFF\r\n;received
4:03:41 PM.973;LED3 (Yellow): OFF\r\n;received
4:03:41 PM.990;LED4 (Red 1): OFF\r\n;received
4:03:42 PM.22;LED5 (Red 2): ON\r\n;received
4:03:42 PM.37;--------------------\r\n;received
