time,value
2024-09-02T14:44:16.673694482Z,{"lat":-37.82207029770056,"lon":145.11370236939686}
2024-09-02T14:44:17.688571641Z,{"lat":-37.822071453578815,"lon":145.11370425267484}
2024-09-02T14:44:18.708358746Z,{"lat":-37.82206684315368,"lon":145.11370648023254}
2024-09-02T14:44:19.720389051Z,{"lat":-37.82206736923289,"lon":145.11370355652886}
2024-09-02T14:44:20.736569784Z,{"lat":-37.822068099597224,"lon":145.11370357488136}
2024-09-02T14:44:21.757286232Z,{"lat":-37.822071026448164,"lon":145.11370112937377}
2024-09-02T14:44:22.767958105Z,{"lat":-37.82206962696924,"lon":145.1137015081371}
2024-09-02T14:44:23.784590003Z,{"lat":-37.82206434059663,"lon":145.113705375829}
2024-09-02T14:44:24.798747947Z,{"lat":-37.82206434059663,"lon":145.113705375829}
2024-09-02T14:44:25.814448988Z,{"lat":-37.82206587390379,"lon":145.1137032030122}
2024-09-02T14:44:26.829107866Z,{"lat":-37.82206618344171,"lon":145.11370155635845}
2024-09-02T14:44:27.844832635Z,{"lat":-37.822064655992975,"lon":145.11370309743086}
2024-09-02T14:44:28.859910249Z,{"lat":-37.82206262743922,"lon":145.11370068585236}
2024-09-02T14:44:29.875520359Z,{"lat":-37.82206416335612,"lon":145.1136989455992}
2024-09-02T14:44:30.891497858Z,{"lat":-37.82206555795984,"lon":145.1137039245861}
2024-09-02T14:44:31.908196091Z,{"lat":-37.82205898531902,"lon":145.1137028152062}
2024-09-02T14:44:32.921730483Z,{"lat":-37.822059406948156,"lon":145.11370378772918}
2024-09-02T14:44:33.939326645Z,{"lat":-37.8220612761501,"lon":145.113703958315}
2024-09-02T14:44:34.953844506Z,{"lat":-37.822060401489594,"lon":145.1137003013099}
2024-09-02T14:44:35.970676617Z,{"lat":-37.82206045619569,"lon":145.11370235222915}
2024-09-02T14:44:36.98488322Z,{"lat":-37.82205868704153,"lon":145.11370144473545}
2024-09-02T14:44:38.002088037Z,{"lat":-37.82205914892352,"lon":145.11370436190174}
2024-09-02T14:44:39.015806863Z,{"lat":-37.82205727428792,"lon":145.1137021659857}
2024-09-02T14:44:40.028972543Z,{"lat":-37.82205783033466,"lon":145.1137013629504}
2024-09-02T14:44:41.049682104Z,{"lat":-37.82205374297801,"lon":145.113700638433}
2024-09-02T14:44:42.063550554Z,{"lat":-37.82205538053522,"lon":145.1137006820432}
2024-09-02T14:44:43.075773783Z,{"lat":-37.8220558858598,"lon":145.11370100810174}
2024-09-02T14:44:44.093292494Z,{"lat":-37.8220558858598,"lon":145.11370100810174}
2024-09-02T14:44:45.105377351Z,{"lat":-37.8220558858598,"lon":145.11370100810174}
2024-09-02T14:44:46.124038976Z,{"lat":-37.8220558858598,"lon":145.11370100810174}
2024-09-02T14:44:47.140360382Z,{"lat":-37.8220558858598,"lon":145.11370100810174}
2024-09-02T14:44:48.15265908Z,{"lat":-37.8220558858598,"lon":145.11370100810174}
2024-09-02T14:44:49.171185974Z,{"lat":-37.8220558858598,"lon":145.11370100810174}
2024-09-02T14:44:50.186158111Z,{"lat":-37.8220558858598,"lon":145.11370100810174}
2024-09-02T14:44:51.202475558Z,{"lat":-37.8220558858598,"lon":145.11370100810174}
2024-09-02T14:44:52.217552584Z,{"lat":-37.82205429390786,"lon":145.11370474879132}
2024-09-02T14:44:53.231838203Z,{"lat":-37.82205474955938,"lon":145.11369973715878}
2024-09-02T14:44:54.251186852Z,{"lat":-37.82205546652121,"lon":145.11370162576105}
2024-09-02T14:44:55.263421213Z,{"lat":-37.82205587871285,"lon":145.1137028084362}
2024-09-02T14:44:56.278382423Z,{"lat":-37.82205426859898,"lon":145.11370238665944}
2024-09-02T14:44:57.293025762Z,{"lat":-37.822051575652345,"lon":145.1137014987752}
2024-09-02T14:44:58.309059069Z,{"lat":-37.82205657501084,"lon":145.11370204237662}
2024-09-02T14:44:59.322700559Z,{"lat":-37.82204951518986,"lon":145.1137014209642}
2024-09-02T14:45:00.339192529Z,{"lat":-37.822053403450205,"lon":145.11370156060937}
2024-09-02T14:45:01.355055551Z,{"lat":-37.82205629810981,"lon":145.11370378642303}
2024-09-02T14:45:02.370641109Z,{"lat":-37.82205881116778,"lon":145.1137040904099}
2024-09-02T14:45:03.386299812Z,{"lat":-37.822059904882565,"lon":145.1137046356596}
2024-09-02T14:45:04.402019599Z,{"lat":-37.82206153218753,"lon":145.11370548517755}
2024-09-02T14:45:05.41686816Z,{"lat":-37.82205813703294,"lon":145.11370456993566}
2024-09-02T14:45:06.430699755Z,{"lat":-37.8220606068999,"lon":145.11370132598836}
2024-09-02T14:45:07.447924601Z,{"lat":-37.82206433317782,"lon":145.11370183331633}
2024-09-02T14:45:08.462408597Z,{"lat":-37.82206016606808,"lon":145.11370389642676}
2024-09-02T14:45:09.480467278Z,{"lat":-37.822061372940304,"lon":145.11370462222783}
2024-09-02T14:45:10.495063516Z,{"lat":-37.82206191854044,"lon":145.11370110812246}
2024-09-02T14:45:11.504348006Z,{"lat":-37.82206191854044,"lon":145.11370110812246}
2024-09-02T14:45:12.527067418Z,{"lat":-37.82206429423469,"lon":145.11369956947004}
2024-09-02T14:45:13.537522006Z,{"lat":-37.82206182966572,"lon":145.11369624300045}
2024-09-02T14:45:14.558330032Z,{"lat":-37.82206182966572,"lon":145.11369624300045}
2024-09-02T14:45:15.572432692Z,{"lat":-37.82206182966572,"lon":145.11369624300045}
2024-09-02T14:45:16.588099944Z,{"lat":-37.82205250025836,"lon":145.11369108121283}
2024-09-02T14:45:17.597357217Z,{"lat":-37.82205217545432,"lon":145.1136923116789}
2024-09-02T14:45:18.61665439Z,{"lat":-37.82205142820815,"lon":145.1136914812098}
2024-09-02T14:45:19.63160903Z,{"lat":-37.822052980598514,"lon":145.1136967506343}
2024-09-02T14:45:20.649034093Z,{"lat":-37.82205307954479,"lon":145.1136953313123}
2024-09-02T14:45:21.663899019Z,{"lat":-37.82205965070389,"lon":145.11369920934638}
2024-09-02T14:45:22.675539919Z,{"lat":-37.82206249664011,"lon":145.11370290736127}
2024-09-02T14:45:23.693700669Z,{"lat":-37.822059889132646,"lon":145.11370406136263}
2024-09-02T14:45:24.710414829Z,{"lat":-37.82205710898345,"lon":145.11369949954377}
2024-09-02T14:45:25.723491238Z,{"lat":-37.82205713280694,"lon":145.11370042611904}
2024-09-02T14:45:26.74212263Z,{"lat":-37.822052594098736,"lon":145.11371179500884}
2024-09-02T14:45:27.757430522Z,{"lat":-37.8220447203195,"lon":145.11369971487997}
2024-09-02T14:45:28.772471074Z,{"lat":-37.82204956452652,"lon":145.1137017392945}
2024-09-02T14:45:29.781108772Z,{"lat":-37.82205162845495,"lon":145.11370344298436}
2024-09-02T14:45:30.803919206Z,{"lat":-37.82204947687932,"lon":145.11370671398586}
2024-09-02T14:45:31.822527061Z,{"lat":-37.82205733218055,"lon":145.113704599741}
2024-09-02T14:45:32.839613656Z,{"lat":-37.8220583420289,"lon":145.11370584529573}
2024-09-02T14:45:33.849569451Z,{"lat":-37.82206022093298,"lon":145.11370242355525}
2024-09-02T14:45:34.871469048Z,{"lat":-37.822061031900546,"lon":145.11370188734116}
2024-09-02T14:45:35.878954094Z,{"lat":-37.82206218689978,"lon":145.11370527135261}
2024-09-02T14:45:36.896573912Z,{"lat":-37.822063079671736,"lon":145.11370660299752}
2024-09-02T14:45:37.912615724Z,{"lat":-37.82205767492276,"lon":145.11370936934358}
2024-09-02T14:45:38.926455057Z,{"lat":-37.822057576980775,"lon":145.1137099196724}
2024-09-02T14:45:39.942741398Z,{"lat":-37.82205393067947,"lon":145.11370480742664}
2024-09-02T14:45:40.959214819Z,{"lat":-37.82205749981949,"lon":145.11370736943718}
2024-09-02T14:45:42.07176974Z,{"lat":-37.82206040559983,"lon":145.11370815494786}
2024-09-02T14:45:42.988039231Z,{"lat":-37.82206060112065,"lon":145.11370818130007}
2024-09-02T14:45:44.00501235Z,{"lat":-37.822059611248804,"lon":145.11371015181595}
2024-09-02T14:45:45.019414107Z,{"lat":-37.82206274457925,"lon":145.11370749840123}
2024-09-02T14:45:46.035107185Z,{"lat":-37.822062147933714,"lon":145.1137087469475}
2024-09-02T14:45:47.051306095Z,{"lat":-37.822065363564825,"lon":145.11370671978855}
2024-09-02T14:45:48.065185791Z,{"lat":-37.82206760009648,"lon":145.11370415956634}
2024-09-02T14:45:49.083943277Z,{"lat":-37.822067496797175,"lon":145.1137028368507}
2024-09-02T14:45:50.097847332Z,{"lat":-37.82205874192829,"lon":145.11370710953787}
2024-09-02T14:45:51.116353238Z,{"lat":-37.8220666037313,"lon":145.11370086951237}
2024-09-02T14:45:52.129168622Z,{"lat":-37.82206706889646,"lon":145.11369888777992}
2024-09-02T14:45:53.144420696Z,{"lat":-37.822070461887954,"lon":145.11369912998757}
2024-09-02T14:45:54.159821766Z,{"lat":-37.82206824117236,"lon":145.11369616731605}
2024-09-02T14:45:55.178893329Z,{"lat":-37.822073033313444,"lon":145.1136998751814}
2024-09-02T14:45:56.191946618Z,{"lat":-37.82207334547824,"lon":145.11370111518528}
2024-09-02T14:45:57.206490714Z,{"lat":-37.822069995569166,"lon":145.11369924032667}
2024-09-02T14:45:58.222812102Z,{"lat":-37.82206956359211,"lon":145.1136996717859}
2024-09-02T14:45:59.237228211Z,{"lat":-37.82207101291051,"lon":145.1136981858273}
2024-09-02T14:46:00.253521317Z,{"lat":-37.82207273226311,"lon":145.1136963557327}
2024-09-02T14:46:01.26993954Z,{"lat":-37.82207093927049,"lon":145.11369457216998}
2024-09-02T14:46:02.285656341Z,{"lat":-37.82206517931981,"lon":145.1136925215321}
2024-09-02T14:46:03.301388187Z,{"lat":-37.822069106902596,"lon":145.11369389189434}
2024-09-02T14:46:04.315875173Z,{"lat":-37.82206317621844,"lon":145.11369657781813}
2024-09-02T14:46:05.330830695Z,{"lat":-37.822066771971045,"lon":145.11369895865187}
2024-09-02T14:46:06.347663566Z,{"lat":-37.822069003716905,"lon":145.11369812950213}
2024-09-02T14:46:07.362106832Z,{"lat":-37.82206779910217,"lon":145.11370041869105}
2024-09-02T14:46:08.378590625Z,{"lat":-37.82207017682623,"lon":145.113699396253}
2024-09-02T14:46:09.392446849Z,{"lat":-37.82206756972927,"lon":145.1136974666843}
2024-09-02T14:46:10.408672899Z,{"lat":-37.8220641474974,"lon":145.1137044103813}
2024-09-02T14:46:11.423665473Z,{"lat":-37.82206998234274,"lon":145.11369951426337}
2024-09-02T14:46:12.439325986Z,{"lat":-37.82207086026285,"lon":145.1137028446106}
2024-09-02T14:46:13.456382963Z,{"lat":-37.82207032283665,"lon":145.11370077003593}
2024-09-02T14:46:14.47155843Z,{"lat":-37.82207032283665,"lon":145.11370077003593}
2024-09-02T14:46:15.486695074Z,{"lat":-37.822074264654546,"lon":145.11370189303872}
2024-09-02T14:46:16.501565621Z,{"lat":-37.82207488433691,"lon":145.11370164258176}
2024-09-02T14:46:17.517208688Z,{"lat":-37.822074779818976,"lon":145.11370089070607}
2024-09-02T14:46:18.534049255Z,{"lat":-37.82207417139673,"lon":145.113699936297}
2024-09-02T14:46:19.546900315Z,{"lat":-37.822073540467535,"lon":145.1137005083428}
2024-09-02T14:46:20.563546422Z,{"lat":-37.82207357127989,"lon":145.1137035933486}
2024-09-02T14:46:21.580059694Z,{"lat":-37.822074025832755,"lon":145.11370140094593}
2024-09-02T14:46:22.595334959Z,{"lat":-37.82207482290729,"lon":145.11370002492876}
2024-09-02T14:46:23.608836933Z,{"lat":-37.82207482290729,"lon":145.11370002492876}
2024-09-02T14:46:24.627035999Z,{"lat":-37.82207310236894,"lon":145.1137016066711}
2024-09-02T14:46:25.643086852Z,{"lat":-37.822071262136596,"lon":145.11370349887594}
2024-09-02T14:46:26.656949823Z,{"lat":-37.82207384977082,"lon":145.1136978039636}
2024-09-02T14:46:27.675432085Z,{"lat":-37.82207127811305,"lon":145.11369829657917}
2024-09-02T14:46:28.689028632Z,{"lat":-37.82207292216522,"lon":145.11369620158987}
2024-09-02T14:46:29.705162044Z,{"lat":-37.822069539670345,"lon":145.1136981273522}
2024-09-02T14:46:30.718826641Z,{"lat":-37.82206790782431,"lon":145.1136982844724}
2024-09-02T14:46:31.734637382Z,{"lat":-37.82206764250153,"lon":145.11369795530172}
2024-09-02T14:46:32.750476423Z,{"lat":-37.82206984586782,"lon":145.1136983824078}
2024-09-02T14:46:33.765577533Z,{"lat":-37.82206507715453,"lon":145.11369413502334}
2024-09-02T14:46:34.78070089Z,{"lat":-37.82206581552037,"lon":145.11369391526273}
2024-09-02T14:46:35.797321005Z,{"lat":-37.82206897012402,"lon":145.11369786789987}
2024-09-02T14:46:36.813519783Z,{"lat":-37.822067571272996,"lon":145.11369892009512}
2024-09-02T14:46:37.833488031Z,{"lat":-37.82207346771077,"lon":145.11369845108322}
2024-09-02T14:46:38.845336457Z,{"lat":-37.82207135294931,"lon":145.1136990275087}
2024-09-02T14:46:39.858651033Z,{"lat":-37.82206984951803,"lon":145.11369381729594}
2024-09-02T14:46:40.87467595Z,{"lat":-37.822070459896416,"lon":145.11369070722333}
2024-09-02T14:46:42.076656707Z,{"lat":-37.82206331429026,"lon":145.11370227616777}
2024-09-02T14:46:42.908163599Z,{"lat":-37.82206200654179,"lon":145.11369967502432}
2024-09-02T14:46:43.921342282Z,{"lat":-37.822064597245266,"lon":145.1136968453343}
2024-09-02T14:46:44.94055931Z,{"lat":-37.82206644024015,"lon":145.1136975531125}
2024-09-02T14:46:45.953009938Z,{"lat":-37.822067335675534,"lon":145.11369848411155}
2024-09-02T14:46:46.971760507Z,{"lat":-37.82206582731273,"lon":145.1136983663441}
2024-09-02T14:46:47.984256265Z,{"lat":-37.82206792107119,"lon":145.11370205526447}
2024-09-02T14:46:49.000375015Z,{"lat":-37.82206860572425,"lon":145.11369923286472}
2024-09-02T14:46:50.016082495Z,{"lat":-37.822069855507706,"lon":145.11369977430684}
2024-09-02T14:46:51.023476045Z,{"lat":-37.82206358934041,"lon":145.11370456353995}
2024-09-02T14:46:52.048035041Z,{"lat":-37.82206683088598,"lon":145.11369975686088}
2024-09-02T14:46:53.061447604Z,{"lat":-37.822068878718525,"lon":145.11370003035216}
2024-09-02T14:46:54.072883359Z,{"lat":-37.822068825123516,"lon":145.11370078893427}
2024-09-02T14:46:55.093320585Z,{"lat":-37.82206500242486,"lon":145.11370151262201}
2024-09-02T14:46:56.108656159Z,{"lat":-37.822061544485265,"lon":145.11370053441306}
2024-09-02T14:46:57.12308534Z,{"lat":-37.82206412499391,"lon":145.11369844240514}
2024-09-02T14:46:58.14024029Z,{"lat":-37.82205962175815,"lon":145.11369627164885}
2024-09-02T14:46:59.154662098Z,{"lat":-37.82206187151812,"lon":145.11369894721147}
2024-09-02T14:47:00.17095988Z,{"lat":-37.82206239443818,"lon":145.11369050684453}
2024-09-02T14:47:01.187138812Z,{"lat":-37.822063656637326,"lon":145.1136938138943}
2024-09-02T14:47:02.203154977Z,{"lat":-37.822064530880425,"lon":145.1136949941806}
2024-09-02T14:47:03.212563703Z,{"lat":-37.82206397490806,"lon":145.1136986498979}
2024-09-02T14:47:04.235143982Z,{"lat":-37.82206063840071,"lon":145.1136977706078}
2024-09-02T14:47:05.243513386Z,{"lat":-37.822064022322145,"lon":145.1136978081128}
2024-09-02T14:47:06.264746902Z,{"lat":-37.82206354550758,"lon":145.11369203083242}
2024-09-02T14:47:07.283202418Z,{"lat":-37.82206655779131,"lon":145.11370142495616}
2024-09-02T14:47:08.293244503Z,{"lat":-37.82206970448549,"lon":145.11370123641356}
2024-09-02T14:47:09.31713131Z,{"lat":-37.82206944371662,"lon":145.1137036324856}
2024-09-02T14:47:10.326687166Z,{"lat":-37.82207127835862,"lon":145.11370396489872}
2024-09-02T14:47:11.3435777Z,{"lat":-37.82207114394425,"lon":145.1137036858652}
2024-09-02T14:47:12.357824735Z,{"lat":-37.82207114394425,"lon":145.1137036858652}
2024-09-02T14:47:13.372555736Z,{"lat":-37.82207114394425,"lon":145.1137036858652}
2024-09-02T14:47:14.388119726Z,{"lat":-37.82207114394425,"lon":145.1137036858652}
2024-09-02T14:47:15.405451808Z,{"lat":-37.82207114394425,"lon":145.1137036858652}
2024-09-02T14:47:16.42091161Z,{"lat":-37.82207114394425,"lon":145.1137036858652}
2024-09-02T14:47:17.433103358Z,{"lat":-37.82207114394425,"lon":145.1137036858652}
2024-09-02T14:47:18.451736278Z,{"lat":-37.82207114394425,"lon":145.1137036858652}
2024-09-02T14:47:19.468027891Z,{"lat":-37.82207114394425,"lon":145.1137036858652}
2024-09-02T14:47:20.484506554Z,{"lat":-37.82207114394425,"lon":145.1137036858652}
2024-09-02T14:47:21.498266875Z,{"lat":-37.82207114394425,"lon":145.1137036858652}
2024-09-02T14:47:22.608744489Z,{"lat":-37.82207986483333,"lon":145.1136981171965}
2024-09-02T14:47:23.532090784Z,{"lat":-37.82207986483333,"lon":145.1136981171965}
2024-09-02T14:47:24.545470865Z,{"lat":-37.82207986483333,"lon":145.1136981171965}
2024-09-02T14:47:25.56227645Z,{"lat":-37.82207986483333,"lon":145.1136981171965}
2024-09-02T14:47:26.579251855Z,{"lat":-37.82207939179105,"lon":145.1137028798133}
2024-09-02T14:47:27.591773852Z,{"lat":-37.82207971862322,"lon":145.11370332017952}
2024-09-02T14:47:28.606833592Z,{"lat":-37.82207971862322,"lon":145.11370332017952}
2024-09-02T14:47:29.629516773Z,{"lat":-37.82207971862322,"lon":145.11370332017952}
2024-09-02T14:47:30.63834318Z,{"lat":-37.82207971862322,"lon":145.11370332017952}
2024-09-02T14:47:31.653652656Z,{"lat":-37.82207971862322,"lon":145.11370332017952}
2024-09-02T14:47:32.667174345Z,{"lat":-37.82207971862322,"lon":145.11370332017952}
2024-09-02T14:47:33.684411306Z,{"lat":-37.82207971862322,"lon":145.11370332017952}
2024-09-02T14:47:34.706130198Z,{"lat":-37.82207971862322,"lon":145.11370332017952}
2024-09-02T14:47:35.717222281Z,{"lat":-37.82207971862322,"lon":145.11370332017952}
2024-09-02T14:47:36.731456578Z,{"lat":-37.82207971862322,"lon":145.11370332017952}
2024-09-02T14:47:37.750014808Z,{"lat":-37.82207971862322,"lon":145.11370332017952}
2024-09-02T14:47:38.764780455Z,{"lat":-37.82207971862322,"lon":145.11370332017952}
2024-09-02T14:47:39.779323517Z,{"lat":-37.82207153912159,"lon":145.11370021614195}
2024-09-02T14:47:40.796175807Z,{"lat":-37.822071513871386,"lon":145.11370022391486}
2024-09-02T14:47:41.980500795Z,{"lat":-37.822071513871386,"lon":145.11370022391486}
2024-09-02T14:47:42.825915437Z,{"lat":-37.822071513871386,"lon":145.11370022391486}
2024-09-02T14:47:43.845878931Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:44.858802079Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:45.860198867Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:46.871994698Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:47.893478313Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:48.903168675Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:49.921660212Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:50.943404698Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:51.965870033Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:52.980971428Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:53.996183734Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:55.009964844Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:56.026137148Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:57.043735818Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:58.059502499Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:47:59.073554295Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:00.089168071Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:01.101232618Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:02.126754207Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:03.13597213Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:04.15202419Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:05.159365674Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:06.182290114Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:07.199838933Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:08.214988677Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:09.231218675Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:10.243409847Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:11.260084979Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:12.276746162Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:13.292489202Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:14.309472946Z,{"lat":-37.82206962586296,"lon":145.1136958185014}
2024-09-02T14:48:15.323522926Z,{"lat":-37.82205553986598,"lon":145.113703726119}
2024-09-02T14:48:16.340319638Z,{"lat":-37.82205491785798,"lon":145.1137030984959}
2024-09-02T14:48:17.35586926Z,{"lat":-37.82205491785798,"lon":145.1137030984959}
2024-09-02T14:48:18.369083119Z,{"lat":-37.8220535430938,"lon":145.1137037444763}
2024-09-02T14:48:19.38552438Z,{"lat":-37.82205449299431,"lon":145.11370377373012}
2024-09-02T14:48:20.401363195Z,{"lat":-37.82205449299431,"lon":145.11370377373012}
2024-09-02T14:48:21.414895227Z,{"lat":-37.82205449299431,"lon":145.11370377373012}
2024-09-02T14:48:22.432622617Z,{"lat":-37.82205449299431,"lon":145.11370377373012}
2024-09-02T14:48:23.446826757Z,{"lat":-37.82205449299431,"lon":145.11370377373012}
2024-09-02T14:48:24.462464466Z,{"lat":-37.82205449299431,"lon":145.11370377373012}
2024-09-02T14:48:25.480022868Z,{"lat":-37.82205449299431,"lon":145.11370377373012}
2024-09-02T14:48:26.492323497Z,{"lat":-37.82205449299431,"lon":145.11370377373012}
2024-09-02T14:48:27.508972711Z,{"lat":-37.82205449299431,"lon":145.11370377373012}
2024-09-02T14:48:28.524102514Z,{"lat":-37.82205449299431,"lon":145.11370377373012}
2024-09-02T14:48:29.54405671Z,{"lat":-37.82205449299431,"lon":145.11370377373012}
2024-09-02T14:48:30.554798237Z,{"lat":-37.82205449299431,"lon":145.11370377373012}
2024-09-02T14:48:31.570873114Z,{"lat":-37.82205449299431,"lon":145.11370377373012}
2024-09-02T14:48:32.589021984Z,{"lat":-37.8220469934261,"lon":145.11368941235673}
2024-09-02T14:48:33.605902648Z,{"lat":-37.82204686698625,"lon":145.1136894409267}
2024-09-02T14:48:34.617060511Z,{"lat":-37.82204686698625,"lon":145.1136894409267}
2024-09-02T14:48:35.637712286Z,{"lat":-37.82204686698625,"lon":145.1136894409267}
2024-09-02T14:48:36.651523371Z,{"lat":-37.82204686698625,"lon":145.1136894409267}
2024-09-02T14:48:37.662974221Z,{"lat":-37.82204686698625,"lon":145.1136894409267}
2024-09-02T14:48:38.679173969Z,{"lat":-37.82204686698625,"lon":145.1136894409267}
2024-09-02T14:48:39.692887569Z,{"lat":-37.82204686698625,"lon":145.1136894409267}
2024-09-02T14:48:40.709125064Z,{"lat":-37.82204686698625,"lon":145.1136894409267}
2024-09-02T14:48:41.993160222Z,{"lat":-37.82204686698625,"lon":145.1136894409267}
2024-09-02T14:48:42.741231208Z,{"lat":-37.82205736988051,"lon":145.1136921335728}
2024-09-02T14:48:43.756127407Z,{"lat":-37.82205664123534,"lon":145.1136929516394}
2024-09-02T14:48:44.77259632Z,{"lat":-37.82205510843578,"lon":145.1136891630252}
2024-09-02T14:48:45.789269749Z,{"lat":-37.82205860611707,"lon":145.11369102814717}
2024-09-02T14:48:46.802998961Z,{"lat":-37.82206217573879,"lon":145.11369421499373}
2024-09-02T14:48:47.816536782Z,{"lat":-37.82206154387699,"lon":145.11369759280907}
2024-09-02T14:48:48.836122611Z,{"lat":-37.82205815459207,"lon":145.11370082669455}
2024-09-02T14:48:49.849315768Z,{"lat":-37.822058146072386,"lon":145.11370020899255}
2024-09-02T14:48:50.864802476Z,{"lat":-37.82205731697957,"lon":145.1136985634482}
2024-09-02T14:48:51.880008462Z,{"lat":-37.82205843332447,"lon":145.11370509236795}
2024-09-02T14:48:52.895610274Z,{"lat":-37.82205884801833,"lon":145.1137057942708}
2024-09-02T14:48:53.912616437Z,{"lat":-37.82206119554612,"lon":145.11370357209483}
2024-09-02T14:48:54.925464728Z,{"lat":-37.82205388387994,"lon":145.11371074365135}
2024-09-02T14:48:55.941204506Z,{"lat":-37.82205430528533,"lon":145.11370600383796}
2024-09-02T14:48:56.956474317Z,{"lat":-37.822056528175516,"lon":145.113708780103}
2024-09-02T14:48:57.973091738Z,{"lat":-37.82206035274685,"lon":145.11370368235046}
2024-09-02T14:48:58.988672986Z,{"lat":-37.82205062719528,"lon":145.11370652709803}
2024-09-02T14:49:00.002469905Z,{"lat":-37.822057013011715,"lon":145.11370976495243}
2024-09-02T14:49:01.022490078Z,{"lat":-37.82205660512464,"lon":145.1137121811454}
2024-09-02T14:49:02.033663323Z,{"lat":-37.82205386914488,"lon":145.11371008102975}
2024-09-02T14:49:03.048685923Z,{"lat":-37.822049204403065,"lon":145.1137077288638}
2024-09-02T14:49:04.063414296Z,{"lat":-37.822052779977014,"lon":145.1137115262294}
2024-09-02T14:49:05.077887881Z,{"lat":-37.82205435821482,"lon":145.11370890655058}
2024-09-02T14:49:06.095625842Z,{"lat":-37.82205603366815,"lon":145.11370832164258}
2024-09-02T14:49:07.110090261Z,{"lat":-37.82205446263014,"lon":145.11370728908213}
2024-09-02T14:49:08.125224023Z,{"lat":-37.82205446263014,"lon":145.11370728908213}
2024-09-02T14:49:09.146372892Z,{"lat":-37.82205446263014,"lon":145.11370728908213}
2024-09-02T14:49:10.155465255Z,{"lat":-37.82205446263014,"lon":145.11370728908213}
2024-09-02T14:49:11.168201813Z,{"lat":-37.82206185706124,"lon":145.11370317016454}
2024-09-02T14:49:12.185162476Z,{"lat":-37.8220602842485,"lon":145.1137009501318}
2024-09-02T14:49:13.201387302Z,{"lat":-37.8220603950969,"lon":145.11370085786888}
2024-09-02T14:49:14.221254149Z,{"lat":-37.8220603950969,"lon":145.11370085786888}
2024-09-02T14:49:15.230760533Z,{"lat":-37.8220603950969,"lon":145.11370085786888}
2024-09-02T14:49:16.243044662Z,{"lat":-37.8220603950969,"lon":145.11370085786888}
2024-09-02T14:49:17.250183514Z,{"lat":-37.8220603950969,"lon":145.11370085786888}
2024-09-02T14:49:18.268162425Z,{"lat":-37.8220603950969,"lon":145.11370085786888}
2024-09-02T14:49:19.28498773Z,{"lat":-37.8220603950969,"lon":145.11370085786888}
2024-09-02T14:49:20.299620484Z,{"lat":-37.8220603950969,"lon":145.11370085786888}
2024-09-02T14:49:21.319321551Z,{"lat":-37.82205759879503,"lon":145.11369491746987}
2024-09-02T14:49:22.331497369Z,{"lat":-37.82206084802076,"lon":145.11369767993847}
2024-09-02T14:49:23.34657735Z,{"lat":-37.82206084802076,"lon":145.11369767993847}
2024-09-02T14:49:24.360248267Z,{"lat":-37.82206084802076,"lon":145.11369767993847}
